title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
Lum Urusei Yatsura,Perfect Collection,Rumiko Takahashi,Comics & Graphic Novels,1997.0,3.99,400.0,132.0
"X/1999, Vol. 1",Prelude,CLAMP,Comics & Graphic Novels,2003.0,3.95,200.0,3083.0
"X/1999, Volume 2",Overture,CLAMP,Comics & Graphic Novels,2003.0,4.02,192.0,1065.0
The Rattle-Rat,,Janwillem Van de Wetering,Fiction,1997.0,3.97,293.0,168.0
Robert Van Gulik,"His Life, His Work",Janwillem Van de Wetering,Literary Criticism,1987.0,3.56,149.0,38.0
"White Sky, Black Ice",,Stan Jones,Fiction,2003.0,3.77,284.0,611.0
Murder in the Bastille,,Cara Black,Fiction,2004.0,3.73,276.0,1148.0
Restless Till We Rest in You,60 Reflections from the Writings of St. Augustine,"Saint Augustine, Bishop of Hippo;Thomas Paul Thigpen",Religion,1998.0,4.67,158.0,6.0
The Ring Finger Falls Silent,,Satoru Kannagi,Comics & Graphic Novels,2006.0,4.02,250.0,353.0
The Left Hand Dreams of Him,,Satoru Kannagi,Comics & Graphic Novels,2006.0,3.95,242.0,528.0
Little Butterfly,,Hinako Takanaga;Sachiko Sato,Comics & Graphic Novels,2006.0,4.07,184.0,1522.0
The Art of Loving,,Eiki Eiki;Yukine Honami,Comics & Graphic Novels,2006.0,3.48,184.0,163.0
Only the Ring Finger Knows,,Satoru Kannagi;Hotaru Odagiri,Comics & Graphic Novels,2004.0,4.1,208.0,3254.0
Dominion,,Masamune Shirow;Dana Lewis;Frederik L. Schodt;Toren Smith;Tom Orzechowski,Comics & Graphic Novels,2000.0,3.73,225.0,289.0
Outlander,,Timothy Truman;Tom Raney,Juvenile Fiction,2001.0,3.46,144.0,119.0
Star Wars Tales Volume 1,,Various;Tsuneo Sanda,Comics & Graphic Novels,2002.0,3.89,220.0,894.0
Creatures of the Night,,Neil Gaiman;Michael Zulli;Todd Klein,Comics & Graphic Novels,2004.0,3.84,46.0,1627.0
The Will Eisner Sketchbook,,Will Eisner,Art,2003.0,4.26,200.0,35.0
Star Wars: Clone Wars Volume 1 - The Defense of Kamino,,Haden Blackman;John Ostrander;Scott Allie; Jan Duursema; Stephen Thompson; Tomas Giorello; Dan Parsons; Ray Krissing,Comics & Graphic Novels,2003.0,3.85,128.0,868.0
Dirty Italian,"Everyday Slang from ""What's Up?"" to ""F*%# Off!""",Gabrielle Euvino,Foreign Language Study,2006.0,4.04,163.0,44.0
"Gunslinger, and Nine Other Action-packed Stories of the Wild West",,Edward Gorman,Frontier and pioneer life,1995.0,4.25,131.0,4.0
F. Scott Fitzgerald on Authorship,,Francis Scott Fitzgerald;Judith Baughman,Literary Criticism,1996.0,3.57,203.0,7.0
One Hundred Demons,,Lynda Barry,Comics & Graphic Novels,2005.0,4.16,224.0,7405.0
Lao Tzu,,Lao-tzu;Ursula K. Le Guin;Jerome P. Seaton,Philosophy,1998.0,4.32,125.0,754.0
The Tao of Physics,An Exploration of the Parallels Between Modern Physics and Eastern Mysticism,Fritjof Capra,Science,2000.0,3.97,366.0,13688.0
Spiritual Midwifery,,Ina May Gaskin,Medical,2002.0,4.38,482.0,4965.0
Monday Night Class,,Stephen Gaskin,"Body, Mind & Spirit",2005.0,3.9,191.0,57.0
Steppenwolf,"Steppenwolf Theatre Company, Twenty-five Years of an Actor's Theater",Victor Skrebneski;Richard Christiansen,Performing Arts,2000.0,4.14,144.0,7.0
Mother Maria Skobtsova,Essential Writings,Mariia,Biography & Autobiography,2003.0,4.31,192.0,59.0
The Ultimate Time Machine,"A Remote Viewer's Perception of Time, and Predictions for the New Millennium",Joseph McMoneagle,"Body, Mind & Spirit",1998.0,3.49,275.0,56.0
Get Out of Your Mind & Into Your Life,The New Acceptance & Commitment Therapy,Steven C. Hayes;Spencer Xavier Smith,Self-Help,2005.0,4.05,224.0,1357.0
Persuasive Communication,,James Brian Stiff;Paul A. Mongeau,Language Arts & Disciplines,2002.0,3.27,351.0,4.0
"Africa South of the Sahara, Second Edition",A Geographical Interpretation,Robert F. Stock;Robert Stock,History,2004.0,3.43,479.0,7.0
The Art of Happiness,A Handbook for Living,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion,1998.0,4.16,336.0,75417.0
Songbook,,Nick Hornby,Music,2003.0,3.56,207.0,9836.0
Desolation Angels,,Jack Kerouac,Fiction,1995.0,3.92,432.0,9450.0
The Color of Water,A Black Man's Tribute to His White Mother,James McBride,Biography & Autobiography,1997.0,4.08,291.0,89841.0
Awakening at Midlife,"A Guide to Reviving Your Spirit, Recreating Your Life, and Returning to Your Truest Self",Kathleen A. Brehony,Psychology,1997.0,3.99,384.0,62.0
Fever Pitch,,Nick Hornby,Biography & Autobiography,1998.0,3.73,247.0,27781.0
Caucasia,,Danzy Senna,Fiction,1998.0,4.02,413.0,5991.0
High Fidelity,,Nick Hornby,Fiction,2000.0,3.94,323.0,802.0
Still Here,"Embracing Aging, Changing, and Dying",Ram Dass,Family & Relationships,2001.0,4.12,224.0,786.0
Prozac Nation,Young and Depressed in America,Elizabeth Wurtzel,Biography & Autobiography,2002.0,3.59,384.0,875.0
The Dream of Scipio,,Iain Pears,Fiction,2002.0,3.73,416.0,3253.0
The Survivor's Guide to Sex,How to Have an Empowered Sex Life After Child Sexual Abuse,Staci Haines,Self-Help,1999.0,4.31,200.0,188.0
The Ultimate Guide to Anal Sex for Women,,Tristan Taormino,Health & Fitness,2006.0,4.11,180.0,367.0
Stone Tables,,Orson Scott Card,Fiction,2000.0,3.87,448.0,1705.0
Thus Spake the Corpse,"An Exquisite Corpse Reader, 1988-1998",Andrei Codrescu;Laura Rosenthal,Poetry,1999.0,3.83,417.0,18.0
The John Adams Reader,Essential Writings on an American Composer,Thomas Robert May,Music,2006.0,3.5,455.0,20.0
Insurgency & Terrorism,From Revolution to Apocalypse,Bard E. O'Neill,Political Science,2005.0,3.92,240.0,128.0
Shattered Sword,The Untold Story of the Battle of Midway,Jonathan B. Parshall;Anthony P. Tully,History,2005.0,4.4,612.0,1696.0
Strawberry Shortcake Murder,,Joanne Fluke,Fiction,2002.0,3.84,320.0,13878.0
Bound in Blood,,David Thomas Lord,Fiction,2001.0,3.32,352.0,69.0
Managers Not MBAs,A Hard Look at the Soft Practice of Managing and Management Development,Henry Mintzberg,Business & Economics,2005.0,3.85,464.0,144.0
Bright Purple,Color Me Confused,Melody Carlson,Juvenile Fiction,2006.0,3.47,213.0,802.0
Parenting with Love and Logic,Teaching Children Responsibility,Foster Cline;Jim Fay,Family & Relationships,2006.0,4.07,271.0,9486.0
Echoes of the Soul,"The Soul's Journey Beyond the Light — Through Life, Death, and Life After Death",Echo Bodine,"Body, Mind & Spirit",1999.0,4.28,224.0,337.0
The Gift,Understand and Develop Your Psychic Abilities,Echo L. Bodine,"Body, Mind & Spirit",2003.0,4.12,160.0,232.0
The Inner Reaches of Outer Space,Metaphor as Myth and as Religion,Joseph Campbell,Religion,2002.0,4.22,160.0,943.0
Myths of Light,Eastern Metaphors of the Eternal,Joseph Campbell,Philosophy,2003.0,4.42,224.0,330.0
The Power of Now,A Guide to Spiritual Enlightenment,Eckhart Tolle,"Body, Mind & Spirit",2004.0,4.13,229.0,140443.0
Myth and Reality,,Mircea Eliade,Religion,1998.0,4.07,204.0,501.0
Jesus Freaks,Stories of Those who Stood for Jesus : the Ultimate Jesus Freaks,DC Talk (Musical group),Religion,1999.0,4.2,383.0,18779.0
Live Like a Jesus Freak,Spend Today as if it Were Your Last,DC Talk,Religion,2001.0,4.05,184.0,580.0
Conversations with Don DeLillo,,Don DeLillo,Biography & Autobiography,2005.0,4.06,183.0,107.0
Tim Burton,Interviews,Tim Burton,Biography & Autobiography,2005.0,4.28,192.0,100.0
Daisy Bates,Civil Rights Crusader from Arkansas,Grif Stockley,Biography & Autobiography,2005.0,3.55,340.0,11.0
Having a Mary Heart in a Martha World,Finding Intimacy with God in the Busyness of Life,Joanna Weaver,Religion,2000.0,4.17,256.0,14170.0
Dinner With A Perfect Stranger,An Invitation Worth Considering,David Gregory,Fiction,2005.0,3.98,100.0,2921.0
Dark Water,,Linda Hall,Fiction,2006.0,3.66,354.0,182.0
The Beatles Illustrated Lyrics,,Alan Aldridge;Beatles,Music,1969.0,4.25,272.0,1348.0
The Right Stuff,,Tom Wolfe,Biography & Autobiography,2004.0,4.25,304.0,207.0
Macbeth,,William Shakespeare,Comics & Graphic Novels,2006.0,3.99,96.0,8.0
Murder on the Orient Express,A Hercule Poirot Mystery,Agatha Christie,Fiction,1934.0,4.16,266.0,1475.0
The A.B.C. Murders,A Hercule Poirot Novel,Agatha Christie,Fiction,1936.0,4.0,252.0,63488.0
Murder at the Vicarage,A Miss Marple Mystery,Agatha Christie,Fiction,2005.0,4.05,288.0,113459.0
The Body in the Library,A Miss Marple Mystery,Agatha Christie,Fiction,2006.0,3.85,191.0,43669.0
The Murder of Roger Ackroyd,A Hercule Poirot Mystery,Agatha Christie,Fiction,1926.0,4.23,288.0,93453.0
Evil Under the Sun,A Hercule Poirot Mystery,Agatha Christie,Fiction,1940.0,3.96,220.0,34030.0
A Murder is Announced,A Miss Marple Mystery,Agatha Christie,Fiction,2005.0,3.98,288.0,31050.0
Death on the Nile,,Agatha Christie,Fiction,2007.0,4.09,351.0,629.0
The Mystery of the Blue Train,A Hercule Poirot Mystery,Agatha Christie,Fiction,1928.0,3.8,317.0,21431.0
The Illuminati Papers,,Robert Wilson,"Body, Mind & Spirit",1997.0,3.83,168.0,699.0
The South Beach Diet,"The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston,Health & Fitness,2003.0,3.44,310.0,530.0
Mangoes & Curry Leaves,Culinary Travels Through the Great Subcontinent,Anonymous,Cooking,2005.0,4.18,416.0,615.0
1000 Rings,Inspiring Adornments for the Hand,Marthe Le Van,Crafts & Hobbies,2004.0,4.22,416.0,80.0
Artful Paper Dolls,New Ways to Play with a Traditional Form,Terry Taylor,Crafts & Hobbies,2006.0,4.06,144.0,57.0
International Codes,Vol. 1,International Code Council,Building laws,2006.0,3.5,664.0,8.0
International Plumbing Code 2006,,International Code Council,Technology & Engineering,2006.0,3.5,148.0,4.0
Homelands,"Women's Journeys Across Race, Place, and Time",Patricia Justine Tumang;Jenesha de Rivera,Social Science,2006.0,4.43,343.0,42.0
Sukhoi Su-27 Flanker,,Yefim Gordon;Peter Davison,History,2006.0,3.0,104.0,6.0
Hungry Planet,What the World Eats,Peter Menzel;Faith D'Aluisio,Cooking,2005.0,4.44,288.0,1420.0
Maple Syrup Cookbook,,Ken Haedrich,Cooking,2001.0,3.82,144.0,38.0
Cider,"Making, Using & Enjoying Sweet & Hard Cider",Annie Proulx;Lew Nichols,Cooking,2003.0,3.64,224.0,175.0
Doyle Brunson's Super System,,Doyle Brunson,Games & Activities,2002.0,3.94,605.0,2006.0
A Christmas Carol,,Charles Dickens,Fiction,2005.0,4.04,112.0,6415.0
The Red Badge of Courage,,Stephen Crane,Juvenile Nonfiction,2004.0,3.23,170.0,74477.0
Sun Tzu,The Art of War for Managers; 50 Strategic Rules,Sun-tzu;Gerald A. Michaelson,Business & Economics,2001.0,3.8,224.0,290.0
Please Stop Laughing At Me,One Woman's Inspirational Story,Jodee Blanco,Biography & Autobiography,2003.0,3.84,288.0,9515.0
The Stephen King Universe,The Guide to the Worlds of the King of Horror,Stanley Wiater;Christopher Golden;Hank Wagner,Literary Criticism,2001.0,4.14,478.0,6241.0
New York 2000,Architecture and Urbanism Between the Bicentennial and the Millennium,Robert A. M. Stern;David Fishman;Jacob Tilove,Architecture,2006.0,4.47,1520.0,15.0
Glass House,,Toshio Nakamura,Architecture,2007.0,4.0,256.0,14.0
This Present Darkness ; Piercing the Darkness,Two Bestselling Novels Complete in One Volume,Frank E. Peretti,,1997.0,4.54,813.0,2708.0
The Hidden Smile of God,"The Fruit of Affliction in the Lives of John Bunyan, William Cowper, and David Brainerd",John Piper,Religion,2001.0,4.33,175.0,636.0
The Gospel According to Job,,Mike Mason,Religion,2002.0,4.43,448.0,133.0
Prophet,,Frank E. Peretti,Fiction,2004.0,3.94,416.0,12479.0
Piercing the Darkness,,Frank E. Peretti,Fiction,2003.0,4.31,448.0,48725.0
This Present Darkness,,Frank E. Peretti,Fiction,2003.0,4.23,376.0,82841.0
The Passion of Jesus Christ,Fifty Reasons why He Came to Die,John Piper,Religion,2004.0,4.23,127.0,6007.0
When I Don't Desire God,How to Fight for Joy,John Piper,Religion,2004.0,4.18,268.0,4131.0
Suffering and the Sovereignty of God,,John Piper;Justin Taylor,Religion,2006.0,4.31,254.0,621.0
The Legacy of Sovereign Joy,"God's Triumphant Grace in the Lives of Augustine, Luther, and Calvin",John Piper,Religion,2006.0,4.26,158.0,794.0
When the Darkness Will Not Lift,Doing what We Can While We Wait for God and Joy,John Piper,Religion,2006.0,4.12,79.0,1173.0
Face Off,How to Draw Amazing Caricatures & Comic Portraits,Harry Hamernik,Art,2006.0,4.03,127.0,65.0
Simply Beautiful Beaded Jewelry,,Heidi Boyd,Crafts & Hobbies,2006.0,3.75,128.0,61.0
The Southern Haunting of Truman Capote,,Marie Rudisill;James Coleman Simmons,Literary Criticism,2000.0,3.96,135.0,25.0
Shoofly Pie,,Tim Downs,Fiction,2003.0,4.18,371.0,1381.0
Chop Shop,,Tim Downs,Fiction,2004.0,4.22,352.0,899.0
Schott's Original Miscellany,,Ben Schott,Reference,2003.0,4.08,158.0,1349.0
Soldiers of Salamis,A Novel,Javier Cercas;Anne McLean,Fiction,2005.0,3.79,213.0,398.0
The Line of Beauty,A Novel,Alan Hollinghurst,Fiction,2005.0,3.73,438.0,364.0
A Year in the Merde,,Stephen Clarke,Fiction,2006.0,3.55,276.0,11116.0
Safety Behind Bars,,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,2005.0,4.31,136.0,25132.0
The Best Defense,,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,2006.0,4.29,136.0,20937.0
Fell,Feral City. Volume 1,Warren Ellis;Ben Templesmith,Comics & Graphic Novels,2007.0,4.16,128.0,6659.0
The Walking Dead,,Robert Kirkman,"Comic books, strips, etc",2004.0,0.0,0.0,0.0
A Complicated Kindness,,Miriam Toews,Fiction,2005.0,3.65,253.0,17112.0
D.H. Lawrence,The Life of an Outsider,John Worthen,Biography & Autobiography,2005.0,4.02,560.0,56.0
The Horizontal World,Growing Up Wild in the Middle of Nowhere,Debra K. Marquart,Biography & Autobiography,2006.0,3.77,270.0,381.0
Agnes Grey,,Anne Brontë,England,2001.0,3.68,190.0,37.0
Write Great Fiction - Plot & Structure,,James Scott Bell,Language Arts & Disciplines,2004.0,4.1,234.0,4304.0
Lithium for Medea,A Novel,Kate Braverman,Fiction,2002.0,3.94,362.0,331.0
9-11 [neuf-onze],,Noam Chomsky;Institute Professor & Professor of Linguistics (Emeritus) Noam Chomsky,Political Science,2001.0,3.73,140.0,2981.0
The Hip Chick's Guide to Macrobiotics,A Philosophy for Achieving a Radiant Mind and Fabulous Body,Jessica Porter,Health & Fitness,2004.0,3.68,289.0,419.0
Rumble Fish,,Marcus Romer;S. E. Hinton,Juvenile Fiction,2003.0,3.87,135.0,885.0
Posing for Portrait Photography,A Head-to-toe Guide,Jeff Smith,Photography,2004.0,3.38,124.0,48.0
Healthy Cooking for IBS,100 Delicious Recipes to Keep You Symptom-Free,Sophie Braimbridge;Erica Jankovich,Cooking,2006.0,2.62,144.0,2.0
Homeless,,Laurie Halse Anderson,Juvenile Fiction,2000.0,4.07,126.0,401.0
Teacher's Pet,,Laurie Halse Anderson,Juvenile Fiction,2001.0,4.07,128.0,170.0
"The Fateful Adventures of the Good Soldier Švejk During the World War, Book One",,"Jaroslav Hašek;Zdeněk ""Zenny"" K. Sadlon",Fiction,2000.0,4.11,260.0,21.0
Childhood Shadows,The Hidden Story of the Black Dahlia Murder,Mary Pacios,True Crime,1999.0,3.5,292.0,46.0
Sophocles: the Theban Plays,,Sophocles,Drama,2002.0,3.97,248.0,54.0
Aristophanes' Acharnians,,Aristophanes;Jeffrey Henderson,Drama,2003.0,3.42,96.0,23.0
M is for Mayflower,A Massachusetts Alphabet,Margot Theis Raven;Jeannie Brett,Juvenile Nonfiction,2002.0,4.0,40.0,26.0
O Is for Old Dominion,A Virginia Alphabet,Pamela Duncan Edwards;Troy Howell,Juvenile Nonfiction,2005.0,3.75,40.0,19.0
The Age of Access,"The New Culture of Hypercapitalism, where All of Life is a Paid-for Experience",Jeremy Rifkin,Business & Economics,2001.0,3.84,320.0,215.0
In Search of Captain Zero,,Alan C. Weisbecker,Biography & Autobiography,2002.0,4.15,352.0,1625.0
Think and Grow Rich,The Landmark Bestseller--now Revised and Updated for the 21st Century,Napoleon Hill;Arthur R. Pell,Business & Economics,2005.0,4.18,320.0,88437.0
How to Save Your Own Life,,Erica Jong,Fiction,2006.0,3.6,313.0,1296.0
Parachutes & Kisses,,Erica Jong,Fiction,2006.0,3.47,405.0,563.0
Fear of Fifty,A Midlife Memoir,Erica Jong,Biography & Autobiography,2006.0,3.56,329.0,445.0
Any Woman's Blues,A Novel of Obsession,Anonymous,Fiction,2006.0,3.51,362.0,422.0
What Do Women Want?,,Anonymous,Social Science,1998.0,3.69,309.0,160.0
The Book of Leviathan,,Peter Blegvad,Comics & Graphic Novels,2001.0,4.17,160.0,610.0
The Arabian Nightmare,,Robert Irwin,Fiction,2002.0,3.85,282.0,391.0
Laughing Gas,,Pelham Grenville Wodehouse,Fiction,2001.0,3.89,286.0,1672.0
Meet Mr. Mulliner,,Pelham Grenville Wodehouse,Fiction,2002.0,4.06,203.0,1162.0
This Is Berlin,Radio Broadcasts from Nazi Germany,William L. Shirer;John Keegan,History,2002.0,4.22,478.0,147.0
The Stones of Summer,,Dow Mossman,Fiction,2004.0,3.14,586.0,412.0
Spring Fever,,P.G. Wodehouse,Fiction,2004.0,4.06,276.0,468.0
Money in the Bank,,P. G. Wodehouse,Fiction,1942.0,4.15,290.0,308.0
Anthony Powell,A Life,Michael Barber,Biography & Autobiography,2005.0,3.72,352.0,39.0
The Warrior Prophet,The Prince of Nothing,R. Scott Bakker,Fiction,2005.0,3.95,624.0,10236.0
The Various Haunts of Men,A Simon Serrailler Mystery,Susan Hill,Fiction,2004.0,3.81,438.0,8001.0
The Unmasking of Oscar Wilde,,Joseph Pearce,Religion,2000.0,4.25,412.0,105.0
The American Heritage New History of the Civil War,,Bruce Catton,History,2001.0,4.1,630.0,100.0
Frankenstein,Mary Shelley,Mary Shelley,LITERARY CRITICISM,2002.0,3.47,72.0,16.0
One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),,Ken Kesey,Literary Criticism,2002.0,4.12,72.0,4.0
The Aristotle's Ethics,Nicomachean Ethics,Aristotle,Study Aids,2003.0,3.0,80.0,2.0
No Fear : Julius Caesar,,Sparknotes Editors,,2003.0,3.67,256.0,740.0
The Tempest,,William Shakespeare,Drama,2003.0,3.81,224.0,438.0
King Lear,,William Shakespeare,Literary Criticism,2003.0,3.9,320.0,423.0
The Big Book of Boy Stuff,,Bart King,Juvenile Nonfiction,2004.0,4.24,292.0,141.0
It's Easy Being Green,A Handbook for Earth-friendly Living,Crissy Trask,House & Home,2006.0,3.53,168.0,326.0
Fifty-One Tales,,Lord Dunsany;Lin Carter;John Betancourt,Fiction,2002.0,3.82,108.0,342.0
The Well at the World's End,,William Morris;Lin Carter,Fiction,2000.0,3.77,332.0,251.0
The Lure of the Basilisk,,Lawrence Watt-Evans,Fiction,2001.0,3.7,208.0,478.0
Ivanhoe,,Marianna Mayer;Sir Walter Scott,Juvenile Fiction,2004.0,3.93,56.0,169.0
On the Lines of Morris' Romances,"Two Books that Inspired J.R.R. Tolkien : The Wood Beyond the World, And, The Well at the World's End",William Morris;Michale W. Perry,Fiction,2003.0,4.09,288.0,11.0
Guide to Stress Reduction,,L. John Mason,Self-Help,2001.0,4.22,326.0,9.0
Heart and Hands,A Midwife's Guide to Pregnancy and Birth,Elizabeth Davis,Health & Fitness,2004.0,4.38,312.0,861.0
Cast in Dark Waters,,Edward Gorman;Tom Piccirilli,Fiction,2002.0,3.31,100.0,26.0
Isis,,Douglas Clegg,Fiction,2006.0,3.68,98.0,21.0
The Secretary of Dreams,,Stephen King,Fiction,2006.0,4.45,281.0,270.0
Tolkien and C.S. Lewis,The Gift of Friendship,Colin Duriez,Biography & Autobiography,2003.0,4.0,244.0,1320.0
Monte Cooks Years Best D20 04,,Monte Cook,Games,2005.0,4.2,96.0,5.0
Tomie,,Junji Ito,Comics & Graphic Novels,2001.0,3.92,248.0,807.0
Category Freaks,,Sakurako Gokurakuin,Comics & Graphic Novels,2005.0,3.57,184.0,110.0
The Pirate Dictionary,,Terry Breverton,History,2004.0,3.69,189.0,50.0
This Side of Paradise,,Steven L. Layne,Juvenile Fiction,2004.0,3.74,224.0,536.0
Farewell to Salonica,City at the Crossroads,Leon Sciaky,Biography & Autobiography,2003.0,4.11,299.0,62.0
The Art of H. P. Lovecraft's the Cthulhu Mythos,,Howard Phillips Lovecraft;Jeremy McHugh,Art,2006.0,4.04,191.0,139.0
Creative Correction,Extraordinary Ideas for Everyday Discipline,Lisa Whelchel,Family & Relationships,2005.0,3.93,367.0,1071.0
De Vita Propria Liber,,Girolamo Cardano;Jean Stoner,Biography & Autobiography,2002.0,3.79,320.0,63.0
Witch Grass,,Raymond Queneau;Barbara Wright,Fiction,2003.0,3.94,328.0,320.0
The Tenants of Moonbloom,,Edward Lewis Wallant,Fiction,2003.0,3.89,264.0,488.0
The Ivory Tower,,Henry James,Fiction,2004.0,3.33,296.0,54.0
Mistress Masham's Repose,,T. H. White;Fritz Eichenberg,Juvenile Fiction,1946.0,3.94,260.0,1404.0
Hons and Rebels,,Jessica Mitford,Biography & Autobiography,2004.0,4.12,284.0,2889.0
An Episode of Sparrows,A Novel,Rumer Godden,Juvenile Fiction,2004.0,4.2,247.0,851.0
The Man who Watched Trains Go by,,Georges Simenon;Marc Romano;Douglas Thin,Fiction,2005.0,3.85,203.0,1385.0
The New York Stories of Henry James,,Henry James;Colm Tóibín,Fiction,2006.0,4.04,563.0,137.0
Dime-store Alchemy,The Art of Joseph Cornell,Charles Simic;Joseph Cornell,Art,2006.0,4.21,116.0,69.0
The Strangers in the House,,Georges Simenon,Fiction,2006.0,3.76,194.0,633.0
A Savage War of Peace,"Algeria, 1954-1962",Alistair Horne,History,2006.0,4.22,608.0,1811.0
Diary of a Man in Despair,,Fritz Percy Reck-Malleczewen;Friedrich Reck;Paul Rubens;Richard J. Evans,Biography & Autobiography,2013.0,4.22,264.0,30.0
The Wave in the Mind,"Talks and Essays on the Writer, the Reader, and the Imagination",Ursula K. Le Guin,Literary Collections,2004.0,4.28,314.0,941.0
Healing Emotions,"Conversations with the Dalai Lama on Mindfulness, Emotions, and Health",Daniel Goleman,Health & Fitness,2003.0,4.05,288.0,291.0
A Guide to the Words of My Perfect Teacher,,Khenpo Ngawang Pelzang;Ṅag-dbaṅ-dpal-bzaṅ (Mkhan-po),Religion,2004.0,4.61,336.0,79.0
